VideoCompletes,SocialLikes,SocialShares,conversion,CampaignID,AdDigitalChannel
74467,14,0,22,3,Programmatic Display
74107,13,0,10,3,Programmatic Display
80343,13,0,22,3,Programmatic Display
84901,13,0,29,3,Programmatic Display
85679,18,0,8,3,Programmatic Display
85071,18,0,24,3,Programmatic Display
89432,20,0,46,3,Programmatic Display
90396,21,0,12,3,Programmatic Display
150339,265,9,1,3,Social
155643,263,9,0,3,Social
159164,261,9,0,3,Social
166709,258,9,0,3,Social
180103,257,9,0,3,Social
187276,250,9,1,3,Social
194097,237,10,0,3,Social
199299,227,7,1,3,Social
197487,230,7,1,3,Social
196467,229,11,0,3,Social
184999,233,11,3,3,Social
175805,232,11,11,3,Social
157410,224,11,15,3,Social
154303,214,11,0,3,Social
150558,199,8,1,3,Social
142695,177,8,0,3,Social
140525,169,8,0,3,Social
138088,162,8,2,3,Social
135067,144,8,0,3,Social
136992,129,8,0,3,Social
130269,139,5,0,3,Social
127665,147,5,0,3,Social
122139,152,5,0,3,Social
116205,155,5,0,3,Social
111762,154,5,1,3,Social
103971,152,5,5,3,Social
96494,148,5,3,3,Social
91048,165,5,1,3,Social
86657,152,6,0,3,Social
81270,156,6,2,3,Social
73309,173,51,0,3,Social
68015,179,52,0,3,Social
64494,183,53,1,3,Social
56818,185,53,3,3,Social
43293,186,53,0,3,Social
36231,193,53,0,3,Social
29964,189,52,1,3,Social
24590,189,52,0,3,Social
22560,196,52,0,3,Social
19451,204,48,4,3,Social
17921,203,48,0,3,Social
20066,209,48,4,3,Social
20066,238,48,4,3,Social
20066,243,55,0,3,Social
19945,250,55,2,3,Social
19945,255,55,10,3,Social
19945,251,55,4,3,Social
19796,256,55,0,3,Social
19571,260,55,3,3,Social
11142,261,56,0,3,Social
12517,266,56,1,3,Social
12807,257,56,0,3,Social
12883,247,56,2,3,Social
14382,246,56,0,3,Social
14391,248,56,0,3,Social
17957,247,56,1,3,Social
17697,251,56,0,3,Social
17307,234,56,0,3,Social
18001,235,55,0,3,Social
16122,234,55,0,3,Social
16122,219,10,0,3,Social
16112,212,9,13,3,Social
19836,214,8,1,3,Social
26262,232,8,0,3,Social
26262,232,9,4,3,Social
25997,237,9,1,3,Social
25298,248,9,2,3,Social
25298,274,9,0,3,Social
23843,268,9,2,3,Social
21859,265,9,6,3,Social
22368,270,9,0,3,Social
19292,272,11,0,3,Social
19292,253,11,5,3,Social
19383,253,4,1,3,Social
19383,245,4,0,3,Social
19389,250,4,0,3,Social
20265,258,5,14,3,Social
19815,257,5,0,3,Social
19815,254,5,9,3,Social
19552,255,4,0,3,Social
17770,242,5,4,3,Social
17585,251,6,0,3,Social
18606,271,6,0,3,Social
17107,271,6,12,3,Social
17998,277,8,0,3,Social
14432,280,8,0,3,Social
14432,278,8,0,3,Social
21978,299,9,5,3,Social
23662,296,9,1,3,Social
23692,298,9,0,3,Social
25216,297,9,0,3,Social
25219,296,9,0,3,Social
23766,303,9,7,3,Social
17340,293,9,0,3,Social
17340,289,8,0,3,Social
17340,273,8,1,3,Social
17363,261,8,0,3,Social
17363,234,8,0,3,Social
17363,233,8,0,3,Social
17571,226,9,0,3,Social
17062,225,9,0,3,Social
17062,221,7,0,3,Social
17062,215,7,0,3,Social
19234,211,7,0,3,Social
19234,213,7,0,3,Social
20203,205,7,1,3,Social
19396,197,6,0,3,Social
19396,199,6,0,3,Social
19396,199,6,0,3,Social
19396,198,6,0,3,Social
19396,191,5,6,3,Social
19292,185,4,0,3,Social
65251,11,3,413,5,Programmatic Display
72999,15,3,327,5,Programmatic Display
74540,14,3,250,5,Programmatic Display
74545,14,3,262,5,Programmatic Display
79520,17,5,65,5,Programmatic Display
69429,17,5,13,5,Programmatic Display
67664,17,2,20,5,Programmatic Display
68311,20,2,13,5,Programmatic Display
65638,20,2,22,5,Programmatic Display
64372,24,2,26,5,Programmatic Display
75814,28,2,19,5,Programmatic Display
73734,27,2,28,5,Programmatic Display
71870,25,2,9,5,Programmatic Display
71990,25,2,22,5,Programmatic Display
68595,24,2,16,5,Programmatic Display
74408,28,2,44,5,Programmatic Display
88041,28,2,6,5,Programmatic Display
87988,28,2,43,5,Programmatic Display
92523,27,2,77,5,Programmatic Display
96356,27,2,16,5,Programmatic Display
94390,30,2,7,5,Programmatic Display
94567,30,2,17,5,Programmatic Display
97277,34,2,25,5,Programmatic Display
102353,34,2,20,5,Programmatic Display
101980,35,2,22,5,Programmatic Display
105439,35,2,11,5,Programmatic Display
108199,42,2,29,5,Programmatic Display
110155,41,2,17,5,Programmatic Display
110093,41,2,0,5,Programmatic Display
109902,41,2,0,5,Programmatic Display
111943,41,2,14,5,Programmatic Display
110677,39,2,11,5,Programmatic Display
109247,39,2,0,5,Programmatic Display
110682,39,2,10,5,Programmatic Display
107165,36,0,54,5,Programmatic Display
103046,36,0,15,5,Programmatic Display
108643,36,0,3,5,Programmatic Display
108099,33,0,6,5,Programmatic Display
104929,33,0,5,5,Programmatic Display
105560,29,0,34,5,Programmatic Display
102115,24,0,2,5,Programmatic Display
107671,23,0,2,5,Programmatic Display
116970,23,0,4,5,Programmatic Display
108875,24,0,2,5,Programmatic Display
107504,24,0,13,5,Programmatic Display
101497,22,0,4,5,Programmatic Display
90915,22,0,19,5,Programmatic Display
101153,22,0,27,5,Programmatic Display
94851,23,0,0,5,Programmatic Display
90660,23,0,2,5,Programmatic Display
91337,19,0,1,5,Programmatic Display
93846,19,0,25,5,Programmatic Display
91153,22,0,0,5,Programmatic Display
86146,22,0,0,5,Programmatic Display
90801,21,0,0,5,Programmatic Display
89874,21,0,0,5,Programmatic Display
87114,14,0,12,5,Programmatic Display
85163,14,0,14,5,Programmatic Display
88676,14,0,0,5,Programmatic Display
88676,14,0,0,5,Programmatic Display
90426,14,0,0,5,Programmatic Display
91896,12,0,19,5,Programmatic Display
89712,12,0,1,5,Programmatic Display
87950,12,0,0,5,Programmatic Display
82804,12,0,0,5,Programmatic Display
82548,12,0,0,5,Programmatic Display
75668,12,0,0,5,Programmatic Display
75218,12,0,1,5,Programmatic Display
76258,11,0,0,5,Programmatic Display
76209,11,0,0,5,Programmatic Display
69499,11,0,8,5,Programmatic Display
62456,11,0,5,5,Programmatic Display
56124,11,0,20,5,Programmatic Display
55704,10,0,2,5,Programmatic Display
56020,11,0,8,5,Programmatic Display
54278,9,0,0,5,Programmatic Display
49854,9,0,3,5,Programmatic Display
38399,9,0,6,5,Programmatic Display
38527,9,0,5,5,Programmatic Display
41232,9,0,9,5,Programmatic Display
41874,9,0,32,5,Programmatic Display
40481,9,0,3,5,Programmatic Display
43840,2,0,25,5,Programmatic Display
43806,3,0,67,5,Programmatic Display
43829,3,0,4,5,Programmatic Display
43010,3,0,73,5,Programmatic Display
54872,3,0,2,5,Programmatic Display
54922,4,0,6,5,Programmatic Display
51793,4,0,5,5,Programmatic Display
55851,5,0,3,5,Programmatic Display
55896,7,0,5,5,Programmatic Display
51233,7,0,18,5,Programmatic Display
51762,11,0,4,5,Programmatic Display
55481,13,0,14,5,Programmatic Display
55481,13,0,8,5,Programmatic Display
55492,13,0,45,5,Programmatic Display
56546,13,0,53,5,Programmatic Display
60500,13,0,27,5,Programmatic Display
60103,13,0,7,5,Programmatic Display
61386,13,0,41,5,Programmatic Display
62749,14,0,8,5,Programmatic Display
62915,15,0,6,5,Programmatic Display
59708,15,0,27,5,Programmatic Display
60692,15,0,24,5,Programmatic Display
61685,14,0,40,5,Programmatic Display
66495,14,0,21,5,Programmatic Display
69223,14,0,40,5,Programmatic Display
70209,14,0,27,5,Programmatic Display
70726,13,0,39,5,Programmatic Display
69214,13,0,4,5,Programmatic Display
75472,24,0,10,5,Programmatic Display
77183,25,0,24,5,Programmatic Display
35487,197,14,0,5,Social
36845,210,14,0,5,Social
36909,210,15,0,5,Social
36926,209,15,0,5,Social
40975,207,13,6,5,Social
43162,213,13,3,5,Social
45281,213,14,8,5,Social
46019,220,17,0,5,Social
46069,224,17,0,5,Social
46027,222,17,0,5,Social
44539,219,10,3,5,Social
39997,215,10,1,5,Social
38378,217,10,0,5,Social
37620,215,10,0,5,Social
36700,220,10,0,5,Social
35274,218,9,4,5,Social
34419,224,9,0,5,Social
31529,220,9,0,5,Social
29040,220,9,5,5,Social
27517,219,11,8,5,Social
26531,220,11,0,5,Social
25896,214,11,0,5,Social
26952,217,11,3,5,Social
25219,198,11,0,5,Social
26486,190,11,2,5,Social
25262,187,10,0,5,Social
24028,185,9,0,5,Social
21946,182,9,3,5,Social
21385,180,9,0,5,Social
19861,183,9,2,5,Social
18844,185,9,0,5,Social
17489,173,13,0,5,Social
17425,190,13,2,5,Social
17408,194,13,2,5,Social
13359,190,13,2,5,Social
11172,193,18,14,5,Social
9053,193,17,4,5,Social
10800,190,13,0,5,Social
10762,203,15,0,5,Social
11230,211,15,0,5,Social
15513,214,15,0,5,Social
15588,216,15,0,5,Social
15588,215,15,0,5,Social
15588,217,15,0,5,Social
15600,220,15,4,5,Social
15778,225,15,0,5,Social
15691,221,15,0,5,Social
18917,214,19,2,5,Social
20797,211,19,1,5,Social
21746,202,16,4,5,Social
23578,196,16,2,5,Social
22636,201,16,3,5,Social
21902,204,17,0,5,Social
22484,217,17,0,5,Social
20459,235,17,3,5,Social
19739,236,17,0,5,Social
19739,230,17,35,5,Social
19745,246,17,0,5,Social
18664,246,17,0,5,Social
18664,246,17,0,5,Social
18637,259,17,4,5,Social
18657,261,13,3,5,Social
18657,242,12,6,5,Social
18657,238,12,0,5,Social
18657,248,12,0,5,Social
22569,251,8,4,5,Social
22569,263,8,6,5,Social
20084,263,8,40,5,Social
22226,255,6,0,5,Social
21954,264,6,0,5,Social
17677,266,6,8,5,Social
17602,270,6,2,5,Social
27508,291,6,2,5,Social
27508,290,7,1,5,Social
27496,280,7,4,5,Social
28329,276,7,1,5,Social
28329,282,8,0,5,Social
24703,289,4,0,5,Social
22823,301,6,0,5,Social
21266,311,6,0,5,Social
19434,329,6,4,5,Social
19465,333,6,0,5,Social
17895,334,5,0,5,Social
17313,326,5,8,5,Social
17313,317,5,0,5,Social
17757,316,5,0,5,Social
23316,317,5,7,5,Social
24083,299,5,0,5,Social
24083,299,5,0,5,Social
24228,297,5,0,5,Social
24228,286,5,1,5,Social
28458,285,5,0,5,Social
28458,298,5,3,5,Social
28458,308,6,11,5,Social
28722,299,6,0,5,Social
24810,284,5,0,5,Social
24810,266,5,0,5,Social
24810,255,5,0,5,Social
22595,244,5,20,5,Social
22399,226,5,1,5,Social
22393,217,5,0,5,Social
22393,211,5,0,5,Social
12487,188,5,0,5,Social
17259,186,4,0,5,Social
17259,187,4,0,5,Social
16248,185,4,4,5,Social
16248,172,3,0,5,Social
16248,158,3,0,5,Social
16249,148,1,0,5,Social
16249,138,1,0,5,Social
16249,120,1,0,5,Social
16218,110,1,0,5,Social
